",""Ano"",""UF"",""Município"",""Região"",""Código Programa"",""Programa Fomento"",""IES"",""Status Jurídico"",""Programa"",""Área Avaliação"",""Área Conhecimento"",""Grande Área"",""Codigo IES"",""Coordenador Geral IsF"",""Coordenador Pedagógico IsF"",""DOUTORADO PLENO"",""Iniciação Científica"",""JOVENS TALENTOS - A"",""JOVENS TALENTOS - B"",""MESTRADO"",""MESTRADO PROFISSIONAL"",""PESQUISADOR VISITANTE ESPECIAL"",""PROF VISITANTE NACIONAL SÊNIOR"",""PROFESSOR VISITANTE EXTERIOR PLENO"",""PROFESSOR VISITANTE EXTERIOR SENIOR"",""Professor IsF"",""PÓS-DOUTORADO"",""Total Linha"""
"5025,2018,""PR"",""MARINGÁ"",""SUL"",""40004015011P4"",""ARAUCÁRIA"",""UEM"",""Estadual"",""FÍSICA"",""INDEFINIDA"",""FÍSICA"",""CIÊNCIAS EXATAS E DA TERRA"",""40004015"",0,0,6,0,0,0,2,0,0,0,0,0,0,0,8"
"5026,2018,""PR"",""MARINGÁ"",""SUL"",""40004015011P4"",""DS"",""UEM"",""Estadual"",""FÍSICA"",""INDEFINIDA"",""FÍSICA"",""CIÊNCIAS EXATAS E DA TERRA"",""40004015"",0,0,28,0,0,0,12,0,0,0,0,0,0,0,40"
"5027,2018,""PR"",""MARINGÁ"",""SUL"",""40004015011P4"",""PNPD"",""UEM"",""Estadual"",""FÍSICA"",""INDEFINIDA"",""FÍSICA"",""CIÊNCIAS EXATAS E DA TERRA"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,4,4"
"5028,2018,""PR"",""MARINGÁ"",""SUL"",""40004015011P4"",""PROCAD"",""UEM"",""Estadual"",""FÍSICA"",""INDEFINIDA"",""FÍSICA"",""CIÊNCIAS EXATAS E DA TERRA"",""40004015"",0,0,0,3,0,0,0,0,0,0,0,0,0,0,3"
"5029,2018,""PR"",""MARINGÁ"",""SUL"",""40004015012P0"",""ARAUCÁRIA"",""UEM"",""Estadual"",""GEOGRAFIA"",""INDEFINIDA"",""GEOGRAFIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,8,0,0,0,0,0,0,0,0,0,0,0,8"
"5030,2018,""PR"",""MARINGÁ"",""SUL"",""40004015012P0"",""DS"",""UEM"",""Estadual"",""GEOGRAFIA"",""INDEFINIDA"",""GEOGRAFIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,15,0,0,0,16,0,0,0,0,0,0,0,31"
"5031,2018,""PR"",""MARINGÁ"",""SUL"",""40004015013P7"",""ARAUCÁRIA"",""UEM"",""Estadual"",""MATEMÁTICA"",""INDEFINIDA"",""MATEMÁTICA"",""CIÊNCIAS EXATAS E DA TERRA"",""40004015"",0,0,5,0,0,0,1,0,0,0,0,0,0,0,6"
"5032,2018,""PR"",""MARINGÁ"",""SUL"",""40004015013P7"",""DS"",""UEM"",""Estadual"",""MATEMÁTICA"",""INDEFINIDA"",""MATEMÁTICA"",""CIÊNCIAS EXATAS E DA TERRA"",""40004015"",0,0,22,0,0,0,12,0,0,0,0,0,0,0,34"
"5033,2018,""PR"",""MARINGÁ"",""SUL"",""40004015013P7"",""PNPD"",""UEM"",""Estadual"",""MATEMÁTICA"",""INDEFINIDA"",""MATEMÁTICA"",""CIÊNCIAS EXATAS E DA TERRA"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5034,2018,""PR"",""MARINGÁ"",""SUL"",""40004015014P3"",""ARAUCÁRIA"",""UEM"",""Estadual"",""LETRAS"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""40004015"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"5035,2018,""PR"",""MARINGÁ"",""SUL"",""40004015014P3"",""DS"",""UEM"",""Estadual"",""LETRAS"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""40004015"",0,0,10,0,0,0,19,0,0,0,0,0,0,0,29"
"5036,2018,""PR"",""MARINGÁ"",""SUL"",""40004015014P3"",""PNPD"",""UEM"",""Estadual"",""LETRAS"",""INDEFINIDA"",""LETRAS"",""LINGÜÍSTICA, LETRAS E ARTES"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5037,2018,""PR"",""MARINGÁ"",""SUL"",""40004015018P9"",""ARAUCÁRIA"",""UEM"",""Estadual"",""CIÊNCIAS FARMACÊUTICAS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,5,0,0,0,1,0,0,0,0,0,0,0,6"
"5038,2018,""PR"",""MARINGÁ"",""SUL"",""40004015018P9"",""DS"",""UEM"",""Estadual"",""CIÊNCIAS FARMACÊUTICAS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,28,0,0,0,16,0,0,0,0,0,0,0,44"
"5039,2018,""PR"",""MARINGÁ"",""SUL"",""40004015018P9"",""PNPD"",""UEM"",""Estadual"",""CIÊNCIAS FARMACÊUTICAS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3"
"5040,2018,""PR"",""MARINGÁ"",""SUL"",""40004015018P9"",""PROCAD"",""UEM"",""Estadual"",""CIÊNCIAS FARMACÊUTICAS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5041,2018,""PR"",""MARINGÁ"",""SUL"",""40004015019P5"",""ARAUCÁRIA"",""UEM"",""Estadual"",""CIÊNCIA DA COMPUTAÇÃO"",""INDEFINIDA"",""CIÊNCIA DA COMPUTAÇÃO"",""CIÊNCIAS EXATAS E DA TERRA"",""40004015"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
"5042,2018,""PR"",""MARINGÁ"",""SUL"",""40004015019P5"",""DS"",""UEM"",""Estadual"",""CIÊNCIA DA COMPUTAÇÃO"",""INDEFINIDA"",""CIÊNCIA DA COMPUTAÇÃO"",""CIÊNCIAS EXATAS E DA TERRA"",""40004015"",0,0,0,0,0,0,12,0,0,0,0,0,0,0,12"
"5043,2018,""PR"",""MARINGÁ"",""SUL"",""40004015019P5"",""PNPD"",""UEM"",""Estadual"",""CIÊNCIA DA COMPUTAÇÃO"",""INDEFINIDA"",""CIÊNCIA DA COMPUTAÇÃO"",""CIÊNCIAS EXATAS E DA TERRA"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5044,2018,""PR"",""MARINGÁ"",""SUL"",""40004015019P5"",""PROCAD"",""UEM"",""Estadual"",""CIÊNCIA DA COMPUTAÇÃO"",""INDEFINIDA"",""CIÊNCIA DA COMPUTAÇÃO"",""CIÊNCIAS EXATAS E DA TERRA"",""40004015"",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
"5045,2018,""PR"",""MARINGÁ"",""SUL"",""40004015020P3"",""ARAUCÁRIA"",""UEM"",""Estadual"",""GENÉTICA E MELHORAMENTO"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""40004015"",0,0,6,0,0,0,1,0,0,0,0,0,0,0,7"
"5046,2018,""PR"",""MARINGÁ"",""SUL"",""40004015020P3"",""DS"",""UEM"",""Estadual"",""GENÉTICA E MELHORAMENTO"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""40004015"",0,0,36,0,0,0,15,0,0,0,0,0,0,0,51"
"5047,2018,""PR"",""MARINGÁ"",""SUL"",""40004015020P3"",""PNPD"",""UEM"",""Estadual"",""GENÉTICA E MELHORAMENTO"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2"
"5048,2018,""PR"",""MARINGÁ"",""SUL"",""40004015021P0"",""ARAUCÁRIA"",""UEM"",""Estadual"",""CIÊNCIAS DA SAÚDE"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2"
"5049,2018,""PR"",""MARINGÁ"",""SUL"",""40004015021P0"",""DS"",""UEM"",""Estadual"",""CIÊNCIAS DA SAÚDE"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,9,0,0,0,20,0,0,0,0,0,0,0,29"
"5050,2018,""PR"",""MARINGÁ"",""SUL"",""40004015021P0"",""PNPD"",""UEM"",""Estadual"",""CIÊNCIAS DA SAÚDE"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5051,2018,""PR"",""MARINGÁ"",""SUL"",""40004015022P6"",""ARAUCÁRIA"",""UEM"",""Estadual"",""Biociências e Fisiopatologia"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,6,0,0,0,1,0,0,0,0,0,0,0,7"
"5052,2018,""PR"",""MARINGÁ"",""SUL"",""40004015022P6"",""DS"",""UEM"",""Estadual"",""Biociências e Fisiopatologia"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,10,0,0,0,20,0,0,0,0,0,0,0,30"
"5053,2018,""PR"",""MARINGÁ"",""SUL"",""40004015022P6"",""PNPD"",""UEM"",""Estadual"",""Biociências e Fisiopatologia"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2"
"5054,2018,""PR"",""MARINGÁ"",""SUL"",""40004015023P2"",""ARAUCÁRIA"",""UEM"",""Estadual"",""EDUCAÇÃO PARA A CIÊNCIA E A MATEMÁTICA"",""INDEFINIDA"",""ENSINO"",""MULTIDISCIPLINAR"",""40004015"",0,0,5,0,0,0,1,0,0,0,0,0,0,0,6"
"5055,2018,""PR"",""MARINGÁ"",""SUL"",""40004015023P2"",""DS"",""UEM"",""Estadual"",""EDUCAÇÃO PARA A CIÊNCIA E A MATEMÁTICA"",""INDEFINIDA"",""ENSINO"",""MULTIDISCIPLINAR"",""40004015"",0,0,8,0,0,0,15,0,0,0,0,0,0,0,23"
"5056,2018,""PR"",""MARINGÁ"",""SUL"",""40004015023P2"",""PNPD"",""UEM"",""Estadual"",""EDUCAÇÃO PARA A CIÊNCIA E A MATEMÁTICA"",""INDEFINIDA"",""ENSINO"",""MULTIDISCIPLINAR"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5057,2018,""PR"",""MARINGÁ"",""SUL"",""40004015024P9"",""ARAUCÁRIA"",""UEM"",""Estadual"",""ENFERMAGEM"",""INDEFINIDA"",""ENFERMAGEM"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"5058,2018,""PR"",""MARINGÁ"",""SUL"",""40004015024P9"",""DS"",""UEM"",""Estadual"",""ENFERMAGEM"",""INDEFINIDA"",""ENFERMAGEM"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,8,0,0,0,15,0,0,0,0,0,0,0,23"
"5059,2018,""PR"",""MARINGÁ"",""SUL"",""40004015024P9"",""PNPD"",""UEM"",""Estadual"",""ENFERMAGEM"",""INDEFINIDA"",""ENFERMAGEM"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5060,2018,""PR"",""MARINGÁ"",""SUL"",""40004015025P5"",""ARAUCÁRIA"",""UEM"",""Estadual"",""HISTÓRIA"",""INDEFINIDA"",""HISTÓRIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2"
"5061,2018,""PR"",""MARINGÁ"",""SUL"",""40004015025P5"",""DS"",""UEM"",""Estadual"",""HISTÓRIA"",""INDEFINIDA"",""HISTÓRIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,6,0,0,0,12,0,0,0,0,0,0,0,18"
"5062,2018,""PR"",""MARINGÁ"",""SUL"",""40004015025P5"",""PNPD"",""UEM"",""Estadual"",""HISTÓRIA"",""INDEFINIDA"",""HISTÓRIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5063,2018,""PR"",""MARINGÁ"",""SUL"",""40004015026P1"",""ARAUCÁRIA"",""UEM"",""Estadual"",""BIOLOGIA COMPARADA"",""INDEFINIDA"",""ECOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""40004015"",0,0,3,0,0,0,1,0,0,0,0,0,0,0,4"
"5064,2018,""PR"",""MARINGÁ"",""SUL"",""40004015026P1"",""DS"",""UEM"",""Estadual"",""BIOLOGIA COMPARADA"",""INDEFINIDA"",""ECOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""40004015"",0,0,24,0,0,0,18,0,0,0,0,0,0,0,42"
"5065,2018,""PR"",""MARINGÁ"",""SUL"",""40004015026P1"",""PNPD"",""UEM"",""Estadual"",""BIOLOGIA COMPARADA"",""INDEFINIDA"",""ECOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5066,2018,""PR"",""MARINGÁ"",""SUL"",""40004015026P1"",""PROTAX-II"",""UEM"",""Estadual"",""BIOLOGIA COMPARADA"",""INDEFINIDA"",""ECOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""40004015"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"5067,2018,""PR"",""MARINGÁ"",""SUL"",""40004015027P8"",""DS"",""UEM"",""Estadual"",""ENGENHARIA URBANA"",""INDEFINIDA"",""ENGENHARIA CIVIL"",""ENGENHARIAS"",""40004015"",0,0,0,0,0,0,22,0,0,0,0,0,0,0,22"
"5068,2018,""PR"",""MARINGÁ"",""SUL"",""40004015027P8"",""PNPD"",""UEM"",""Estadual"",""ENGENHARIA URBANA"",""INDEFINIDA"",""ENGENHARIA CIVIL"",""ENGENHARIAS"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5069,2018,""PR"",""MARINGÁ"",""SUL"",""40004015028P4"",""ARAUCÁRIA"",""UEM"",""Estadual"",""PSICOLOGIA"",""INDEFINIDA"",""PSICOLOGIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,7,0,0,0,2,0,0,0,0,0,0,0,9"
"5070,2018,""PR"",""MARINGÁ"",""SUL"",""40004015028P4"",""DS"",""UEM"",""Estadual"",""PSICOLOGIA"",""INDEFINIDA"",""PSICOLOGIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,4,0,0,0,15,0,0,0,0,0,0,0,19"
"5071,2018,""PR"",""MARINGÁ"",""SUL"",""40004015028P4"",""PNPD"",""UEM"",""Estadual"",""PSICOLOGIA"",""INDEFINIDA"",""PSICOLOGIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5072,2018,""PR"",""MARINGÁ"",""SUL"",""40004015029P0"",""ARAUCÁRIA"",""UEM"",""Estadual"",""ODONTOLOGIA INTEGRADA"",""INDEFINIDA"",""ODONTOLOGIA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,4,0,0,0,3,0,0,0,0,0,0,0,7"
"5073,2018,""PR"",""MARINGÁ"",""SUL"",""40004015029P0"",""DS"",""UEM"",""Estadual"",""ODONTOLOGIA INTEGRADA"",""INDEFINIDA"",""ODONTOLOGIA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,4,0,0,0,16,0,0,0,0,0,0,0,20"
"5074,2018,""PR"",""MARINGÁ"",""SUL"",""40004015029P0"",""PNPD"",""UEM"",""Estadual"",""ODONTOLOGIA INTEGRADA"",""INDEFINIDA"",""ODONTOLOGIA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5075,2018,""PR"",""MARINGÁ"",""SUL"",""40004015029P0"",""PROCAD"",""UEM"",""Estadual"",""ODONTOLOGIA INTEGRADA"",""INDEFINIDA"",""ODONTOLOGIA"",""CIÊNCIAS DA SAÚDE"",""40004015"",0,0,0,2,0,0,0,0,0,0,0,0,0,0,2"
"5076,2018,""PR"",""MARINGÁ"",""SUL"",""40004015031P5"",""DS"",""UEM"",""Estadual"",""Ciências Sociais"",""INDEFINIDA"",""SOCIOLOGIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,0,0,0,0,11,0,0,0,0,0,0,0,11"
"5077,2018,""PR"",""MARINGÁ"",""SUL"",""40004015031P5"",""PNPD"",""UEM"",""Estadual"",""Ciências Sociais"",""INDEFINIDA"",""SOCIOLOGIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5078,2018,""PR"",""MARINGÁ"",""SUL"",""40004015031P5"",""PROCAD"",""UEM"",""Estadual"",""Ciências Sociais"",""INDEFINIDA"",""SOCIOLOGIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,0,2,0,0,0,0,0,0,0,0,0,0,2"
"5079,2018,""PR"",""MARINGÁ"",""SUL"",""40004015034P4"",""ARAUCÁRIA"",""UEM"",""Estadual"",""CIÊNCIA   DE  ALIMENTOS"",""INDEFINIDA"",""CIÊNCIA E TECNOLOGIA DE ALIMENTOS"",""CIÊNCIAS AGRÁRIAS"",""40004015"",0,0,5,0,0,0,1,0,0,0,0,0,0,0,6"
"5080,2018,""PR"",""MARINGÁ"",""SUL"",""40004015034P4"",""DS"",""UEM"",""Estadual"",""CIÊNCIA   DE  ALIMENTOS"",""INDEFINIDA"",""CIÊNCIA E TECNOLOGIA DE ALIMENTOS"",""CIÊNCIAS AGRÁRIAS"",""40004015"",0,0,19,0,0,0,19,0,0,0,0,0,0,0,38"
"5081,2018,""PR"",""MARINGÁ"",""SUL"",""40004015034P4"",""PNPD"",""UEM"",""Estadual"",""CIÊNCIA   DE  ALIMENTOS"",""INDEFINIDA"",""CIÊNCIA E TECNOLOGIA DE ALIMENTOS"",""CIÊNCIAS AGRÁRIAS"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5082,2018,""PR"",""MARINGÁ"",""SUL"",""40004015035P0"",""ARAUCÁRIA"",""UEM"",""Estadual"",""ADMINISTRAÇÃO"",""INDEFINIDA"",""ADMINISTRAÇÃO"",""CIÊNCIAS SOCIAIS APLICADAS"",""40004015"",0,0,4,0,0,0,1,0,0,0,0,0,0,0,5"
"5083,2018,""PR"",""MARINGÁ"",""SUL"",""40004015035P0"",""DS"",""UEM"",""Estadual"",""ADMINISTRAÇÃO"",""INDEFINIDA"",""ADMINISTRAÇÃO"",""CIÊNCIAS SOCIAIS APLICADAS"",""40004015"",0,0,8,0,0,0,13,0,0,0,0,0,0,0,21"
"5084,2018,""PR"",""MARINGÁ"",""SUL"",""40004015035P0"",""MEMORIAS"",""UEM"",""Estadual"",""ADMINISTRAÇÃO"",""INDEFINIDA"",""ADMINISTRAÇÃO"",""CIÊNCIAS SOCIAIS APLICADAS"",""40004015"",0,0,0,0,0,0,1,0,0,0,0,0,0,1,2"
"5085,2018,""PR"",""MARINGÁ"",""SUL"",""40004015035P0"",""PNPD"",""UEM"",""Estadual"",""ADMINISTRAÇÃO"",""INDEFINIDA"",""ADMINISTRAÇÃO"",""CIÊNCIAS SOCIAIS APLICADAS"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5086,2018,""PR"",""MARINGÁ"",""SUL"",""40004015036P7"",""ARAUCÁRIA"",""UEM"",""Estadual"",""Filosofia"",""INDEFINIDA"",""FILOSOFIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"5087,2018,""PR"",""MARINGÁ"",""SUL"",""40004015036P7"",""DS"",""UEM"",""Estadual"",""Filosofia"",""INDEFINIDA"",""FILOSOFIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,0,0,0,0,5,0,0,0,0,0,0,0,5"
"5088,2018,""PR"",""MARINGÁ"",""SUL"",""40004015036P7"",""PNPD"",""UEM"",""Estadual"",""Filosofia"",""INDEFINIDA"",""FILOSOFIA"",""CIÊNCIAS HUMANAS"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5089,2018,""PR"",""MARINGÁ"",""SUL"",""40004015037P3"",""DS"",""UEM"",""Estadual"",""Arquitetura e Urbanismo"",""INDEFINIDA"",""ARQUITETURA E URBANISMO"",""CIÊNCIAS SOCIAIS APLICADAS"",""40004015"",0,0,0,0,0,0,3,0,0,0,0,0,0,0,3"
"5090,2018,""PR"",""MARINGÁ"",""SUL"",""40004015038P0"",""DS"",""UEM"",""Estadual"",""Engenharia Mecânica"",""INDEFINIDA"",""ENGENHARIA MECÂNICA"",""ENGENHARIAS"",""40004015"",0,0,0,0,0,0,4,0,0,0,0,0,0,0,4"
"5091,2018,""PR"",""MARINGÁ"",""SUL"",""40004015038P0"",""INCT"",""UEM"",""Estadual"",""Engenharia Mecânica"",""INDEFINIDA"",""ENGENHARIA MECÂNICA"",""ENGENHARIAS"",""40004015"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
"5092,2018,""PR"",""MARINGÁ"",""SUL"",""40004015038P0"",""PNPD"",""UEM"",""Estadual"",""Engenharia Mecânica"",""INDEFINIDA"",""ENGENHARIA MECÂNICA"",""ENGENHARIAS"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5093,2018,""PR"",""MARINGÁ"",""SUL"",""40004015039P6"",""ARAUCÁRIA"",""UEM"",""Estadual"",""Ciências Agrárias"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""40004015"",0,0,0,0,0,0,3,0,0,0,0,0,0,0,3"
"5094,2018,""PR"",""MARINGÁ"",""SUL"",""40004015039P6"",""DS"",""UEM"",""Estadual"",""Ciências Agrárias"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""40004015"",0,0,0,0,0,0,4,0,0,0,0,0,0,0,4"
"5095,2018,""PR"",""MARINGÁ"",""SUL"",""40004015039P6"",""PNPD"",""UEM"",""Estadual"",""Ciências Agrárias"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5096,2018,""PR"",""MARINGÁ"",""SUL"",""40004015040P4"",""ARAUCÁRIA"",""UEM"",""Estadual"",""Bioestatística"",""INDEFINIDA"",""INTERDISCIPLINAR"",""MULTIDISCIPLINAR"",""40004015"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"5097,2018,""PR"",""MARINGÁ"",""SUL"",""40004015040P4"",""DS"",""UEM"",""Estadual"",""Bioestatística"",""INDEFINIDA"",""INTERDISCIPLINAR"",""MULTIDISCIPLINAR"",""40004015"",0,0,0,0,0,0,5,0,0,0,0,0,0,0,5"
"5098,2018,""PR"",""MARINGÁ"",""SUL"",""40004015040P4"",""PNPD"",""UEM"",""Estadual"",""Bioestatística"",""INDEFINIDA"",""INTERDISCIPLINAR"",""MULTIDISCIPLINAR"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5099,2018,""PR"",""MARINGÁ"",""SUL"",""40004015041P0"",""ARAUCÁRIA"",""UEM"",""Estadual"",""Engenharia Civil"",""INDEFINIDA"",""ENGENHARIA CIVIL"",""ENGENHARIAS"",""40004015"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
"5100,2018,""PR"",""MARINGÁ"",""SUL"",""40004015041P0"",""DS"",""UEM"",""Estadual"",""Engenharia Civil"",""INDEFINIDA"",""ENGENHARIA CIVIL"",""ENGENHARIAS"",""40004015"",0,0,0,0,0,0,4,0,0,0,0,0,0,0,4"
"5101,2018,""PR"",""MARINGÁ"",""SUL"",""40004015042P7"",""ARAUCÁRIA"",""UEM"",""Estadual"",""Biotecnologia Ambiental"",""INDEFINIDA"",""BIOTECNOLOGIA"",""MULTIDISCIPLINAR"",""40004015"",0,0,2,0,0,0,3,0,0,0,0,0,0,0,5"
"5102,2018,""PR"",""MARINGÁ"",""SUL"",""40004015042P7"",""DS"",""UEM"",""Estadual"",""Biotecnologia Ambiental"",""INDEFINIDA"",""BIOTECNOLOGIA"",""MULTIDISCIPLINAR"",""40004015"",0,0,4,0,0,0,5,0,0,0,0,0,0,0,9"
"5103,2018,""PR"",""MARINGÁ"",""SUL"",""40004015042P7"",""PNPD"",""UEM"",""Estadual"",""Biotecnologia Ambiental"",""INDEFINIDA"",""BIOTECNOLOGIA"",""MULTIDISCIPLINAR"",""40004015"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"5104,2018,""PR"",""MARINGÁ"",""SUL"",""40004015044P0"",""ARAUCÁRIA"",""UEM"",""Estadual"",""Ciências Contábeis"",""INDEFINIDA"",""ADMINISTRAÇÃO"",""CIÊNCIAS SOCIAIS APLICADAS"",""40004015"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
"5105,2018,""PR"",""MARINGÁ"",""SUL"",""40004015044P0"",""DS"",""UEM"",""Estadual"",""Ciências Contábeis"",""INDEFINIDA"",""ADMINISTRAÇÃO"",""CIÊNCIAS SOCIAIS APLICADAS"",""40004015"",0,0,0,0,0,0,4,0,0,0,0,0,0,0,4"
"5106,2018,""PR"",""MARINGÁ"",""SUL"",""40004015070P0"",""ARAUCÁRIA"",""UEM"",""Estadual"",""PRODUÇÃO SUSTENTÁVEL E SAÚDE ANIMAL"",""INDEFINIDA"",""MEDICINA VETERINÁRIA"",""CIÊNCIAS AGRÁRIAS"",""40004015"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"5107,2018,""PR"",""MARINGÁ"",""SUL"",""40004015070P0"",""DS"",""UEM"",""Estadual"",""PRODUÇÃO SUSTENTÁVEL E SAÚDE ANIMAL"",""INDEFINIDA"",""MEDICINA VETERINÁRIA"",""CIÊNCIAS AGRÁRIAS"",""40004015"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"5108,2018,""PR"",""MARINGÁ"",""SUL"",""40004015071P7"",""DS"",""UEM"",""Estadual"",""CIÊNCIAS FISIOLÓGICAS"",""INDEFINIDA"",""FISIOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""40004015"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"5109,2018,""PR"",""MARINGÁ"",""SUL"",""40004015073P0"",""ARAUCÁRIA"",""UEM"",""Estadual"",""ENGENHARIA DE ALIMENTOS"",""INDEFINIDA"",""CIÊNCIA E TECNOLOGIA DE ALIMENTOS"",""CIÊNCIAS AGRÁRIAS"",""40004015"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"5110,2018,""PR"",""MARINGÁ"",""SUL"",""40004015073P0"",""DS"",""UEM"",""Estadual"",""ENGENHARIA DE ALIMENTOS"",""INDEFINIDA"",""CIÊNCIA E TECNOLOGIA DE ALIMENTOS"",""CIÊNCIAS AGRÁRIAS"",""40004015"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"5111,2018,""PR"",""MARINGÁ"",""SUL"",""40004015074P6"",""DS"",""UEM"",""Estadual"",""SUSTENTABILIDADE"",""INDEFINIDA"",""INTERDISCIPLINAR"",""MULTIDISCIPLINAR"",""40004015"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
